r,parity_prefix_int,parity_prefix_bin,popcount
643567,32495,00000111111011101111,13
643583,468479,01110010010111111111,14
643611,391419,01011111100011111011,14
643631,773039,10111100101110101111,14
643675,679355,10100101110110111011,13
643739,49019,00001011111101111011,13
643751,1045943,11111111010110110111,16
643775,839359,11001100111010111111,14
643791,259023,00111111001111001111,14
643823,351727,01010101110111101111,14
643839,727807,10110001101011111111,14
643871,783967,10111111011001011111,15
643911,1048023,11111111110111010111,17
643967,382591,01011101011001111111,14
644031,486847,01110110110110111111,15
644095,324607,01001111001111111111,15
644223,816511,11000111010101111111,14
644335,876527,11010101111111101111,16
644351,779519,10111110010011111111,15
644423,506839,01111011101111010111,15
644455,603639,10010011010111110111,13
644479,945279,11100110110001111111,14
644511,786143,10111111111011011111,17
644559,515791,01111101111011001111,15
644655,913327,11011110111110101111,16
644711,699639,10101010110011110111,13
644735,337791,01010010011101111111,13
644767,515551,01111101110111011111,16
644815,747471,10110110011111001111,14
644839,252791,00111101101101110111,14
644863,587519,10001111011011111111,15
644891,471035,01110010111111111011,15
644967,845815,11001110011111110111,15
644975,687727,10100111111001101111,14
644991,436863,01101010101001111111,13
645055,225727,00110111000110111111,13
645087,768415,10111011100110011111,14
645119,444415,01101100011111111111,15
645147,635643,10011011001011111011,13
645167,243119,00111011010110101111,13
645183,912959,11011110111000111111,15
645211,810939,11000101111110111011,14
645223,649975,10011110101011110111,14
645279,450527,01101101111111011111,16
645287,501687,01111010011110110111,14
645327,212431,00110011110111001111,13
645371,1013723,11110111011111011011,16
645375,162047,00100111100011111111,13
645439,702271,10101011011100111111,14
645447,376791,01011011111111010111,15
645479,969207,11101100100111110111,14
645599,290719,01000110111110011111,13
645615,448239,01101101011011101111,14
645631,970239,11101100110111111111,16
645735,252151,00111101100011110111,13
645743,482671,01110101110101101111,14
645759,705407,10101100001101111111,13
645799,458167,01101111110110110111,15
645839,719823,10101111101111001111,15
645863,728951,10110001111101110111,14
645871,357871,01010111010111101111,14
645887,733951,10110011001011111111,14
645915,474107,01110011101111111011,15
645919,196191,00101111111001011111,14
646079,583103,10001110010110111111,13
646143,965631,11101011101111111111,17
646175,509791,01111100011101011111,14
646247,872183,11010100111011110111,14
646255,1022831,11111001101101101111,15
646271,863615,11010010110101111111,14
646299,503163,01111010110101111011,14
646311,310199,01001011101110110111,13
646335,498879,01111001110010111111,14
646399,64767,00001111110011111111,14
646447,319151,01001101111010101111,13
646503,323063,01001110110111110111,14
646591,653247,10011111011110111111,16
646623,684959,10100111001110011111,13
646639,633583,10011010101011101111,13
646655,973311,11101101100111111111,16
646683,621819,10010111110011111011,14
646687,843103,11001101110101011111,14
646783,577407,10001100111101111111,14
646811,846715,11001110101101111011,14
646815,521695,01111111010111011111,16
646847,842431,11001101101010111111,14
646863,950223,11100111111111001111,16
646907,784859,10111111100111011011,15
646911,704255,10101011111011111111,16
646939,497659,01111001011111111011,15
647015,954359,11101000111111110111,15
647071,453855,01101110110011011111,14
647103,489919,01110111100110111111,15
647167,761855,10111001111111111111,17
647215,671151,10100011110110101111,13
647259,817083,11000111011110111011,14
647279,745327,10110101111101101111,15
647327,1026015,11111010011111011111,16
647335,573367,10001011111110110111,14
647391,941727,11100101111010011111,14
647407,902127,11011100001111101111,14
647487,356159,01010110111100111111,14
647527,913911,11011111000111110111,15
647647,124831,00011110011110011111,13
647679,275967,01000011010111111111,13
647727,916399,11011111101110101111,16
647807,580479,10001101101101111111,14
647835,937851,11100100111101111011,14
647871,925375,11100001111010111111,14
647911,735095,10110011011101110111,14
647931,226779,00110111010111011011,13
647935,715519,10101110101011111111,15
648039,957431,11101001101111110111,15
648063,444031,01101100011001111111,13
648127,130495,00011111110110111111,15
648159,638367,10011011110110011111,14
648191,1016831,11111000001111111111,15
648219,212731,00110011111011111011,14
648223,122719,00011101111101011111,14
648431,511983,01111100111111101111,16
648443,766939,10111011001111011011,14
648447,218367,00110101010011111111,13
648475,1023483,11111001110111111011,16
648511,357183,01010111001100111111,13
648519,519127,01111110101111010111,15
648551,615927,10010110010111110111,13
648575,908415,11011101110001111111,15
648639,507839,01111011111110111111,17
648671,293791,01000111101110011111,13
648703,979455,11101111000111111111,16
648751,98223,00010111111110101111,14
648795,588219,10001111100110111011,13
648831,669567,10100011011101111111,14
648863,503263,01111010110111011111,15
648943,373231,01011011000111101111,13
648959,755455,10111000011011111111,14
648987,401403,01100001111111111011,14
649031,383447,01011101100111010111,13
649051,513723,01111101011010111011,14
649063,554999,10000111011111110111,14
649211,499419,01111001111011011011,14
649215,489471,01110111011111111111,17
649279,613951,10010101111000111111,13
649307,864187,11010010111110111011,14
649319,875255,11010101101011110111,14
649327,751471,10110111011101101111,15
649343,866687,11010011100101111111,14
649375,937951,11100100111111011111,15
649423,224719,00110110110111001111,13
649455,515055,01111101101111101111,16
649535,714559,10101110011100111111,14
649543,479191,01110100111111010111,14
649575,326135,01001111100111110111,14
649663,912319,11011110101110111111,16
649695,196511,00101111111110011111,15
649711,640751,10011100011011101111,13
649727,1015295,11110111110111111111,18
649819,685499,10100111010110111011,13
649855,586623,10001111001101111111,14
649895,1027511,11111010110110110111,15
649919,931519,11100011011010111111,14
649935,764879,10111010101111001111,14
649959,716663,10101110111101110111,15
649979,490971,01110111110111011011,15
649983,746239,10110110001011111111,14
650011,510971,01111100101111111011,15
650015,241247,00111010111001011111,13
650047,179519,00101011110100111111,13
650087,963575,11101011001111110111,15
650111,843391,11001101111001111111,15
650175,677311,10100101010110111111,13
650223,974063,11101101110011101111,15
650239,683007,10100110101111111111,15
650271,128863,00011111011101011111,14
650343,171767,00101001111011110111,13
650367,146815,00100011110101111111,13
650399,941023,11100101101111011111,15
650407,322487,01001110101110110111,13
650479,473071,01110011011111101111,15
650495,232703,00111000110011111111,13
650523,1029627,11111011010111111011,16
650543,511663,01111100111010101111,14
650559,359231,01010111101100111111,14
650599,32247,00000111110111110111,13
650703,521935,01111111011011001111,15
650751,305663,01001010100111111111,13
650783,1035615,11111100110101011111,15
650799,645039,10011101011110101111,14
650863,522607,01111111100101101111,15
650879,622463,10010111111101111111,16
650907,940923,11100101101101111011,14
650943,1034943,11111100101010111111,15
650983,258935,00111111001101110111,14
651007,945919,11100110111011111111,16
651035,419835,01100110011111111011,14
651099,433851,01101001111010111011,13
651111,409591,01100011111111110111,15
651263,585727,10001110111111111111,16
651311,683439,10100110110110101111,13
651335,769751,10111011111011010111,15
651375,929647,11100010111101101111,14
651423,899039,11011011011111011111,16
651431,413623,01100100111110110111,13
651503,521199,01111111001111101111,16
651515,606171,10010011111111011011,14
651567,490159,01110111101010101111,14
651583,1048383,11111111111100111111,18
651743,350111,01010101011110011111,13
651751,515703,01111101111001110111,15
651759,777967,10111101111011101111,16
651775,312831,01001100010111111111,13
651807,1014111,11110111100101011111,15
651867,294331,01000111110110111011,13
651887,488815,01110111010101101111,14
651903,699263,10101010101101111111,14
651931,892795,11011001111101111011,15
651935,506335,01111011100111011111,15
651967,650943,10011110111010111111,15
652007,747383,10110110011101110111,14
652015,998895,11110011110111101111,16
652031,948991,11100111101011111111,16
652135,617463,10010110101111110111,14
652159,849535,11001111011001111111,15
652223,691647,10101000110110111111,13
652255,650655,10011110110110011111,14
652287,742399,10110101001111111111,15
652315,249595,00111100111011111011,14
652319,372575,01011010111101011111,14
652379,867259,11010011101110111011,14
652391,177911,00101011011011110111,13
652399,1028975,11111011001101101111,15
652415,890239,11011001010101111111,14
652447,947167,11100111001111011111,15
652479,505023,01111011010010111111,14
652511,850591,11001111101010011111,14
652519,212343,00110011110101110111,13
652527,163823,00100111111111101111,15
652571,945659,11100110110111111011,15
652591,325295,01001111011010101111,13
652615,482263,01110101101111010111,14
652647,447991,01101101010111110111,14
652671,969855,11101100110001111111,14
652703,155359,00100101111011011111,13
652735,94143,00010110111110111111,14
652751,982735,11101111111011001111,16
652799,500223,01111010000111111111,14
652831,849247,11001111010101011111,14
652927,706431,10101100011101111111,14
652959,376287,01011011110111011111,15
652991,848575,11001111001010111111,14
653007,772047,10111100011111001111,14
653031,719735,10101111101101110111,15
653055,1005311,11110101011011111111,16
653083,462843,01110000111111111011,14
653167,761455,10111001111001101111,14
653223,573111,10001011111010110111,13
653247,250303,00111101000110111111,13
653311,43007,00001010011111111111,13
653403,147387,00100011111110111011,13
653439,878975,11010110100101111111,14
653471,983007,11101111111111011111,18
653519,581071,10001101110111001111,13
653535,947871,11100111011010011111,14
653551,502767,01111010101111101111,15
653567,235775,00111001100011111111,13
653639,303063,01001001111111010111,13
653671,633335,10011010100111110111,13
653695,948351,11100111100001111111,14
653759,97215,00010111101110111111,14
653791,364447,01011000111110011111,13
653807,784111,10111111011011101111,16
653823,568831,10001010110111111111,14
653927,702711,10101011100011110111,13
653935,228719,00110111110101101111,14
653951,369535,01011010001101111111,13
653979,898939,11011011011101111011,15
654015,943807,11100110011010111111,14
654055,950135,11100111111101110111,16
654107,465915,01110001101111111011,14
654143,191807,00101110110100111111,13
654183,975863,11101110001111110111,15
654207,962175,11101010111001111111,15
654335,1006591,11110101101111111111,17
654367,436063,01101010011101011111,13
654399,916031,11011111101000111111,15
654439,880375,11010110111011110111,15
654447,932719,11100011101101101111,14
654463,183679,00101100110101111111,13
654495,994271,11110010101111011111,15
654503,416695,01100101101110110111,13
654527,408767,01100011110010111111,13
654575,509935,01111100011111101111,15
654591,482559,01110101110011111111,15
654619,1041915,11111110010111111011,16
654639,130735,00011111111010101111,14
654719,914559,11011111010001111111,15
654751,161503,00100111011011011111,13
654783,808895,11000101011110111111,14
654815,709535,10101101001110011111,13
654847,571903,10001011100111111111,14
654879,654687,10011111110101011111,15
654975,700287,10101010111101111111,15
655039,654015,10011111101010111111,15
655055,909263,11011101111111001111,16
655103,745215,10110101111011111111,16
655131,849915,11001111011111111011,16
655207,782327,10111110111111110111,17
655295,694719,10101001100110111111,13
655355,505563,01111011011011011011,14
655359,917503,11011111111111111111,19
655387,252667,00111101101011111011,14
655391,375647,01011011101101011111,14
655407,122287,00011101110110101111,13
655423,620095,10010111011000111111,13
655431,782039,10111110111011010111,15
